studyFileAccession,studyAccession,studyFileType,description,fileName,filePath
SFL5355,SDY479,Study Data,Study Visit,vist_ref_ctot04.txt,/SDY479/StudyFiles/vist_ref_ctot04.txt
SFL5356,SDY479,Study Data,Vital Signs,vitl_ref_ctot04.txt,/SDY479/StudyFiles/vitl_ref_ctot04.txt
SFL5567,SDY479,Case Report Form,Case Report Forms,CTOT04_annotated_CRF_05NOV2010.pdf,/SDY479/StudyFiles/CTOT04_annotated_CRF_05NOV2010.pdf
SFL5568,SDY479,Data Dictionary,Data Dictionary,CTOT04_DataDictionaryReport.pdf,/SDY479/StudyFiles/CTOT04_DataDictionaryReport.pdf
SFL5569,SDY479,Study Data,Urine Cell mRNA Analysis,urinemrna_ref_ctot04.txt,/SDY479/StudyFiles/urinemrna_ref_ctot04.txt
SFL5573,SDY479,Study Summary Description,Data Curation Notes,SDY479_Data_Curation_Notes.doc,/SDY479/StudyFiles/SDY479_Data_Curation_Notes.doc
SFL8823,SDY479,Data Dictionary,Study File Processing,CTOT04_APPENDIX.pdf,/SDY479/StudyFiles/CTOT04_APPENDIX.pdf
SFL8824,SDY479,Data Dictionary,Data Dictionary Instructions,CTOT04_DataDictionaryReport_Instructions.pdf,/SDY479/StudyFiles/CTOT04_DataDictionaryReport_Instructions.pdf
SFL19583,SDY49,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.1281.SDY49.txt,/SDY49/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.1281.SDY49.txt
SFL19569,SDY5,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.1089.SDY5.txt,/SDY5/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.1089.SDY5.txt
SFL3817,SDY5,Study Summary Description,Study document for CATH,CATH02-ADVN Summary Report.doc,/SDY5/StudyFiles/CATH02-ADVN Summary Report.doc
SFL19584,SDY50,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.1281.SDY50.txt,/SDY50/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.1281.SDY50.txt
SFL19658,SDY506,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2515.SDY506.txt,/SDY506/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2515.SDY506.txt
SFL19646,SDY508,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2412.SDY508.txt,/SDY508/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2412.SDY508.txt
SFL5295,SDY508,Study Summary Description,Study_Summary_Description,WNV B Cell Project Study Design.docx,/SDY508/StudyFiles/WNV B Cell Project Study Design.docx
SFL19635,SDY51,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2149.SDY51.txt,/SDY51/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2149.SDY51.txt
SFL19775,SDY514,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY514.txt,/SDY514/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY514.txt
SFL6342,SDY514,Study Summary Description,Data Curation Notes,SDY514_Data_Curation_Notes.txt,/SDY514/StudyFiles/SDY514_Data_Curation_Notes.txt
SFL19776,SDY515,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY515.txt,/SDY515/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY515.txt
SFL9724,SDY515,Study Summary Description,Data Curation Notes,SDY515_Data_Curation_Notes.txt,/SDY515/StudyFiles/SDY515_Data_Curation_Notes.txt
SFL19647,SDY517,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2412.SDY517.txt,/SDY517/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2412.SDY517.txt
SFL5296,SDY517,Study Summary Description,Study_Summary_Description,NK study protocol 12.18.14.xlsx,/SDY517/StudyFiles/NK study protocol 12.18.14.xlsx
SFL19777,SDY519,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY519.txt,/SDY519/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2883.SDY519.txt
SFL6344,SDY519,Study Summary Description,Data Curation Notes,SDY519_Data_Curation_Notes.txt,/SDY519/StudyFiles/SDY519_Data_Curation_Notes.txt
SFL19688,SDY520,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2668.SDY520.txt,/SDY520/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2668.SDY520.txt
SFL5271,SDY520,Study Summary Description,Study Description,studyDescription.TXT,/SDY520/StudyFiles/studyDescription.TXT
SFL19706,SDY522,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2799.SDY522.txt,/SDY522/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2799.SDY522.txt
SFL9657,SDY522,Study Summary Description,Curation notes,SDY522_BISC_Data_Curation_Notes_02182016.txt,/SDY522/StudyFiles/SDY522_BISC_Data_Curation_Notes_02182016.txt
SFL19659,SDY523,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2515.SDY523.txt,/SDY523/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2515.SDY523.txt
SFL19913,SDY524,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY524.txt,/SDY524/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY524.txt
SFL5384,SDY524,Adverse Events,Adverse Events,ITN027AI.DataSet.ADAE1_PUB.txt,/SDY524/StudyFiles/ITN027AI.DataSet.ADAE1_PUB.txt
SFL5385,SDY524,Lab Test Results,C-Peptide 4-hour AUC in response to Mixed Meal Test,ITN027AI.DataSet.ADCPEP2_PUB.txt,/SDY524/StudyFiles/ITN027AI.DataSet.ADCPEP2_PUB.txt
SFL5386,SDY524,Lab Test Results,"HbA1C, C-Peptide and Glucose ",ITN027AI.DataSet.ADHB1_PUB.txt,/SDY524/StudyFiles/ITN027AI.DataSet.ADHB1_PUB.txt
SFL5387,SDY524,Concomitant Medications,Insulin Usage,ITN027AI.DataSet.ADINS2_PUB.txt,/SDY524/StudyFiles/ITN027AI.DataSet.ADINS2_PUB.txt
SFL5388,SDY524,Study Summary Description,Standard Summary Data,ITN027AI.DataSet.ADSTAND.txt,/SDY524/StudyFiles/ITN027AI.DataSet.ADSTAND.txt
SFL5389,SDY524,Demographics,Participant Characteristics and Demographics,ITN027AI.DataSet.ADSTART0.txt,/SDY524/StudyFiles/ITN027AI.DataSet.ADSTART0.txt
SFL5390,SDY524,Study Data,"Auto Antibody (GAD65, IA.2ic, MIAA, ZNT8)",ITN027AI.DataSet.Auto_Antibody.txt,/SDY524/StudyFiles/ITN027AI.DataSet.Auto_Antibody.txt
SFL5391,SDY524,Study Data,Extended Flow Baseline,ITN027AI.DataSet.Extended_Flow__Baseline_.txt,/SDY524/StudyFiles/ITN027AI.DataSet.Extended_Flow__Baseline_.txt
SFL5577,SDY524,Study Summary Description,Data Curation Notes,SDY524_BISC_Data_Curation_Notes_02122015.txt,/SDY524/StudyFiles/SDY524_BISC_Data_Curation_Notes_02122015.txt
SFL6127,SDY524,Study Data,Specimens collected within 8 weeks of Diagnosis,SpecimenTiming_2015-02-27_07-41-32.txt,/SDY524/StudyFiles/SpecimenTiming_2015-02-27_07-41-32.txt
SFL6136,SDY524,Study Data,NA,ITN027AI.DataSet.Extended_Flow_Baseline.txt,/SDY524/StudyFiles/ITN027AI.DataSet.Extended_Flow_Baseline.txt
SFL7082,SDY524,Data Dictionary,Data dictionary for ITN study files,ITN_Diabetes_Study_data_dictionary.txt,/SDY524/StudyFiles/ITN_Diabetes_Study_data_dictionary.txt
SFL9314,SDY524,Study Summary Description,BISC curation notes,SDY524_BISC_Data_Curation_Notes_12032015.txt,/SDY524/StudyFiles/SDY524_BISC_Data_Curation_Notes_12032015.txt
SFL19914,SDY545,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY545.txt,/SDY545/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY545.txt
SFL6562,SDY545,Adverse Events,ADAE1 Adverse Events,ADAE1_2015-04-06_08-44-36.txt,/SDY545/StudyFiles/ADAE1_2015-04-06_08-44-36.txt
SFL6563,SDY545,Study Data,ADAHX1 Asthma and Allergy Medication History,ADAHX1_2015-04-06_09-29-55.txt,/SDY545/StudyFiles/ADAHX1_2015-04-06_09-29-55.txt
SFL6564,SDY545,Assessment Results,"ADAL1 Allergen Data:  IgG4, IgG, IgE",ADAL1_2015-04-06_09-02-07.txt,/SDY545/StudyFiles/ADAL1_2015-04-06_09-02-07.txt
SFL6565,SDY545,Study Data,ADALHX1 Allergy History,ADALHX1_2015-04-06_09-03-19.txt,/SDY545/StudyFiles/ADALHX1_2015-04-06_09-03-19.txt
SFL6566,SDY545,Assessment Results,ADAS1 Asthma,ADAS1_2015-04-06_09-03-01.txt,/SDY545/StudyFiles/ADAS1_2015-04-06_09-03-01.txt
SFL6567,SDY545,Study Data,ADAS2 Efficacy Analysis,ADAS2_2015-04-06_09-04-13.txt,/SDY545/StudyFiles/ADAS2_2015-04-06_09-04-13.txt
SFL6568,SDY545,Concomitant Medications,ADCMED1 Concomitant Medications,ADCMED1_2015-04-06_09-03-39.txt,/SDY545/StudyFiles/ADCMED1_2015-04-06_09-03-39.txt
SFL6569,SDY545,Study Data,ADDS1 Dosing,ADDS1_2015-04-06_08-55-19.txt,/SDY545/StudyFiles/ADDS1_2015-04-06_08-55-19.txt
SFL6570,SDY545,Assessment Results,ADENV1 Environmental Questionnaire,ADENV1_2015-04-06_08-55-46.txt,/SDY545/StudyFiles/ADENV1_2015-04-06_08-55-46.txt
SFL6571,SDY545,Study Data,ADFHX1 Family Medical History,ADFHX1_2015-04-06_08-56-05.txt,/SDY545/StudyFiles/ADFHX1_2015-04-06_08-56-05.txt
SFL6572,SDY545,Study Data,ADFU1 Follow-up,ADFU1_2015-04-06_08-56-37.txt,/SDY545/StudyFiles/ADFU1_2015-04-06_08-56-37.txt
SFL6573,SDY545,Lab Test Results,ADIGE1 Plasma-Allergen Specific IgE,ADIGE1_2015-04-06_08-57-04.txt,/SDY545/StudyFiles/ADIGE1_2015-04-06_08-57-04.txt
SFL6574,SDY545,Lab Test Results,ADLB1 Lab Values,ADLB1_2015-04-06_09-00-14.txt,/SDY545/StudyFiles/ADLB1_2015-04-06_09-00-14.txt
SFL6575,SDY545,Study Data,ADMEDHX1 Medication History,ADMEDHX1_2015-04-06_08-59-43.txt,/SDY545/StudyFiles/ADMEDHX1_2015-04-06_08-59-43.txt
SFL6576,SDY545,Study Data,ADMHX1 Medical History,ADMHX1_2015-04-06_09-01-38.txt,/SDY545/StudyFiles/ADMHX1_2015-04-06_09-01-38.txt
SFL6577,SDY545,Assessment Results,ADOM1 OMIP Questionnaire,ADOM1_2015-04-06_08-45.txt,/SDY545/StudyFiles/ADOM1_2015-04-06_08-45.txt
SFL6578,SDY545,Assessment Results,ADPF1 ADPE2 Physical Exam Findings All Visits,ADPF1_2015-04-06_08-45-21.txt,/SDY545/StudyFiles/ADPF1_2015-04-06_08-45-21.txt
SFL6579,SDY545,Assessment Results,ADPHX1 Physical Exam,ADPHX1_2015-04-03_13-57-28.txt,/SDY545/StudyFiles/ADPHX1_2015-04-03_13-57-28.txt
SFL6580,SDY545,Study Data,ADPV1 Protocol Deviation,ADPV1_2015-04-06_08-45-40.txt,/SDY545/StudyFiles/ADPV1_2015-04-06_08-45-40.txt
SFL6581,SDY545,Assessment Results,ADSC1 SCORAD,ADSC1_2015-04-06_08-52-28.txt,/SDY545/StudyFiles/ADSC1_2015-04-06_08-52-28.txt
SFL6582,SDY545,Lab Test Results,ADSKIN1 Allergy Skin Tests,ADSKIN1_2015-04-06_08-52-57.txt,/SDY545/StudyFiles/ADSKIN1_2015-04-06_08-52-57.txt
SFL6583,SDY545,Demographics,ADSTART0 Participant Characteristics and Demographics,ADSTART0_2015-04-06_08-54-34.txt,/SDY545/StudyFiles/ADSTART0_2015-04-06_08-54-34.txt
SFL6584,SDY545,Assessment Results,ADVS1 Vital Signs,ADVS1_2015-04-06_08-54-57.txt,/SDY545/StudyFiles/ADVS1_2015-04-06_08-54-57.txt
SFL6585,SDY545,Adverse Events,AESA AESAMSTR Serious Adverse Event,AESAMSTR_2015-04-06_09-05-22.txt,/SDY545/StudyFiles/AESAMSTR_2015-04-06_09-05-22.txt
SFL6586,SDY545,Adverse Events,AEXPCODE Adverse Event,AEXPCODE_2015-04-06_09-05-40.txt,/SDY545/StudyFiles/AEXPCODE_2015-04-06_09-05-40.txt
SFL6587,SDY545,Lab Test Results,AIGE AIGEMSTR Baseline IgE Values,AIGEMSTR_2015-04-06_09-06-02.txt,/SDY545/StudyFiles/AIGEMSTR_2015-04-06_09-06-02.txt
SFL6588,SDY545,Lab Test Results,ALFD ALFDMSTR Baseline Food Allergen Test,ALFDMSTR_2015-04-06_09-06-23.txt,/SDY545/StudyFiles/ALFDMSTR_2015-04-06_09-06-23.txt
SFL6589,SDY545,Study Data,ALHX ALHXMSTR Allergy History,ALHXMSTR_2015-04-06_09-06-43.txt,/SDY545/StudyFiles/ALHXMSTR_2015-04-06_09-06-43.txt
SFL6590,SDY545,Lab Test Results,ALOT ALOTMSTR Other Allergen Test Wheals,ALOTMSTR_2015-04-06_09-08-12.txt,/SDY545/StudyFiles/ALOTMSTR_2015-04-06_09-08-12.txt
SFL6591,SDY545,Lab Test Results,ALS1 ALS1MSTR Allergen Test Wheals,ALS1MSTR_2015-04-06_09-08-35.txt,/SDY545/StudyFiles/ALS1MSTR_2015-04-06_09-08-35.txt
SFL6592,SDY545,Lab Test Results,ALS2 ALS2MSTR Allergen Test Wheals,ALS2MSTR_2015-04-06_09-08-53.txt,/SDY545/StudyFiles/ALS2MSTR_2015-04-06_09-08-53.txt
SFL6593,SDY545,Assessment Results,AMEDCODE Asthma and Allergy Medication History,AMEDCODE_2015-04-06_09-09-14.txt,/SDY545/StudyFiles/AMEDCODE_2015-04-06_09-09-14.txt
SFL6594,SDY545,Assessment Results,ASON ASONMSTR Asthma,ASONMSTR_2015-04-06_09-09-33.txt,/SDY545/StudyFiles/ASONMSTR_2015-04-06_09-09-33.txt
SFL6595,SDY545,Lab Test Results,CHEM CHEMMSTR Chemistry,CHEMMSTR_2015-04-06_09-10-38.txt,/SDY545/StudyFiles/CHEMMSTR_2015-04-06_09-10-38.txt
SFL6596,SDY545,Concomitant Medications,CMEDCODE Concomitant Medications,CMEDCODE_2015-04-06_09-10-58.txt,/SDY545/StudyFiles/CMEDCODE_2015-04-06_09-10-58.txt
SFL6597,SDY545,Study Data,CRIT CRITMSTR Inclusion and Exclusion Criteria,CRITMSTR_2015-04-06_09-11-19.txt,/SDY545/StudyFiles/CRITMSTR_2015-04-06_09-11-19.txt
SFL6598,SDY545,Demographics,DEMO DEMOMSTR Demographics,DEMOMSTR_2015-04-06_09-12-07.txt,/SDY545/StudyFiles/DEMOMSTR_2015-04-06_09-12-07.txt
SFL6599,SDY545,Study Data,DEVI DEVIMSTR Protocol Deviations,DEVIMSTR_2015-04-06_09-11-45.txt,/SDY545/StudyFiles/DEVIMSTR_2015-04-06_09-11-45.txt
SFL6600,SDY545,Study Medication,DOSE DOSEMSTR Study Therapy Dosing,DOSEMSTR_2015-04-06_09-13-01.txt,/SDY545/StudyFiles/DOSEMSTR_2015-04-06_09-13-01.txt
SFL6601,SDY545,Study Data,DSTX DSTXMSTR Study Drug Discontinuation,DSTXMSTR_2015-04-06_09-12-36.txt,/SDY545/StudyFiles/DSTXMSTR_2015-04-06_09-12-36.txt
SFL6602,SDY545,Assessment Results,ENQ1 ENQ1MSTR Baseline Environmental Questionnaire,ENQ1MSTR_2015-04-06_09-13-28.txt,/SDY545/StudyFiles/ENQ1MSTR_2015-04-06_09-13-28.txt
SFL6603,SDY545,Assessment Results,ENQ2 ENQ2MSTR Environmental Quesionnaire,ENQ2MSTR_2015-04-06_09-35-14.txt,/SDY545/StudyFiles/ENQ2MSTR_2015-04-06_09-35-14.txt
SFL6604,SDY545,Study Data,FHRL FHRLMSTR Family History,FHRLMSTR_2015-04-06_09-34-37.txt,/SDY545/StudyFiles/FHRLMSTR_2015-04-06_09-34-37.txt
SFL6605,SDY545,Lab Test Results,HEMA HEMAMSTR Hematology,HEMAMSTR_2015-04-06_09-14-06.txt,/SDY545/StudyFiles/HEMAMSTR_2015-04-06_09-14-06.txt
SFL6606,SDY545,Study Data,HVIS HVISMSTR Home Visit,HVISMSTR_2015-04-06_09-15-05.txt,/SDY545/StudyFiles/HVISMSTR_2015-04-06_09-15-05.txt
SFL6607,SDY545,Study Data,ICON ICONMSTR Participant Research Speciment Consent and Inclusion Exclusion Criteria,ICONMSTR_2015-04-06_09-14-47.txt,/SDY545/StudyFiles/ICONMSTR_2015-04-06_09-14-47.txt
SFL6608,SDY545,Lab Test Results,LRFV LVRFMSTR Liver Function Test,LVRFMSTR_2015-04-06_09-16-14.txt,/SDY545/StudyFiles/LVRFMSTR_2015-04-06_09-16-14.txt
SFL6609,SDY545,Study Data,MDHX MDHXMSTR Medical History,MDHXMSTR_2015-04-06_09-16-43.txt,/SDY545/StudyFiles/MDHXMSTR_2015-04-06_09-16-43.txt
SFL6610,SDY545,Study Data,MHNY MHNYMSTR Medical History,MHNYMSTR_2015-04-06_09-15-25.txt,/SDY545/StudyFiles/MHNYMSTR_2015-04-06_09-15-25.txt
SFL6611,SDY545,Assessment Results,OMIP OMIPMSTR OMIP Questionnaire,OMIPMSTR_2015-04-06_09-15-49.txt,/SDY545/StudyFiles/OMIPMSTR_2015-04-06_09-15-49.txt
SFL6612,SDY545,Assessment Results,PHX1 PHX1MSTR Physical Exam Screening,PHX1MSTR_2015-04-06_09-17-08.txt,/SDY545/StudyFiles/PHX1MSTR_2015-04-06_09-17-08.txt
SFL6613,SDY545,Assessment Results,PHX2 PHX2MSTR Physcial Exam,PHX2MSTR_2015-04-06_09-20-05.txt,/SDY545/StudyFiles/PHX2MSTR_2015-04-06_09-20-05.txt
SFL6614,SDY545,Assessment Results,PHX3 PHX3MSTR Physical Exam Unscheduled,PHX3MSTR_2015-04-06_09-21-10.txt,/SDY545/StudyFiles/PHX3MSTR_2015-04-06_09-21-10.txt
SFL6615,SDY545,Assessment Results,PMED PMEDCODE Non-Asthma and Non-Allergy Medication History,PMEDCODE_2015-04-06_09-21-35.txt,/SDY545/StudyFiles/PMEDCODE_2015-04-06_09-21-35.txt
SFL6616,SDY545,Concomitant Medications,PMYN PMYNMSTR Medications Prior to Screening,PMYNMSTR_2015-04-06_09-20-48.txt,/SDY545/StudyFiles/PMYNMSTR_2015-04-06_09-20-48.txt
SFL6617,SDY545,Assessment Results,PULMMSTR Pulmonary Exam,PULMMSTR_2015-04-06_09-22-18.txt,/SDY545/StudyFiles/PULMMSTR_2015-04-06_09-22-18.txt
SFL6618,SDY545,Study Data,RAND RANDMSTR Randomization,RANDMSTR_2015-04-06_09-22-42.txt,/SDY545/StudyFiles/RANDMSTR_2015-04-06_09-22-42.txt
SFL6619,SDY545,Assessment Results,SCRD SCRDMSTR SCORAD,SCRDMSTR_2015-04-06_09-21-58.txt,/SDY545/StudyFiles/SCRDMSTR_2015-04-06_09-21-58.txt
SFL6620,SDY545,Study Medication,TEL1 TEL1MSTR Telephone Consultation 1,TEL1MSTR_2015-04-06_09-23-58.txt,/SDY545/StudyFiles/TEL1MSTR_2015-04-06_09-23-58.txt
SFL6621,SDY545,Study Data,TEL2 TEL2MSTR Telephone Consultation 2,TEL2MSTR_2015-04-06_09-23-39.txt,/SDY545/StudyFiles/TEL2MSTR_2015-04-06_09-23-39.txt
SFL6622,SDY545,Study Data,TERM TERMMSTR Termination from Protocol,TERMMSTR_2015-04-06_09-23-08.txt,/SDY545/StudyFiles/TERMMSTR_2015-04-06_09-23-08.txt
SFL6623,SDY545,Study Data,VSND VSNDMSTR Visit Not done,VSNDMSTR_2015-04-06_09-24-27.txt,/SDY545/StudyFiles/VSNDMSTR_2015-04-06_09-24-27.txt
SFL9315,SDY545,Study Summary Description,BISC curation notes,SDY545_BISC_Data_Curation_Notes_12032015.txt,/SDY545/StudyFiles/SDY545_BISC_Data_Curation_Notes_12032015.txt
SFL10230,SDY546,Study Data,Participant Characteristics and Demographics (ADSTART0),ADSTART_AJT_2016-05-19_14-29-47.txt,/SDY546/StudyFiles/ADSTART_AJT_2016-05-19_14-29-47.txt
SFL10231,SDY546,Study Data,Normalized BAFF,BAFF_norm_2016-05-19_14-35-02.txt,/SDY546/StudyFiles/BAFF_norm_2016-05-19_14-35-02.txt
SFL10232,SDY546,Study Data,Frozen Flow; 30 B-cell subsets,Flow_B30_2016-05-19_14-37-56.txt,/SDY546/StudyFiles/Flow_B30_2016-05-19_14-37-56.txt
SFL10233,SDY546,Study Data,Gene Expression Levels,Gene_2016-05-19_14-36-26.txt,/SDY546/StudyFiles/Gene_2016-05-19_14-36-26.txt
SFL10234,SDY546,Study Data,IGKV1D-13 Normalized by Frozen Flow,IGKV1D13_norm_2016-05-19_14-35-48.txt,/SDY546/StudyFiles/IGKV1D13_norm_2016-05-19_14-35-48.txt
SFL10235,SDY546,Study Data,IGKV1D-13 normalized by total B cells Tolerant vs. SI,IGKV1D_norm_2016-05-19_14-31-40.txt,/SDY546/StudyFiles/IGKV1D_norm_2016-05-19_14-31-40.txt
SFL10236,SDY546,Study Data,Sequenom 2009 (JCI) vs 2011 Technical Reproducibility,IGKV1D_repro_2016-05-19_14-34-31.txt,/SDY546/StudyFiles/IGKV1D_repro_2016-05-19_14-34-31.txt
SFL10237,SDY546,Study Data,IGKV1D-13 Tolerant vs. SI over Time,IGKV1D_time_2016-05-19_14-32-46.txt,/SDY546/StudyFiles/IGKV1D_time_2016-05-19_14-32-46.txt
SFL10238,SDY546,Study Data,IGKV1D-13 Transplant To Visit Time,IGKV1D_visit_2016-05-19_14-33-17.txt,/SDY546/StudyFiles/IGKV1D_visit_2016-05-19_14-33-17.txt
SFL10239,SDY546,Study Data,IGLL-1 Gene Expression,IGLL1_2016-05-19_14-32-13.txt,/SDY546/StudyFiles/IGLL1_2016-05-19_14-32-13.txt
SFL19915,SDY546,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY546.txt,/SDY546/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY546.txt
SFL7272,SDY546,Study Data,Flow cytometry data,9-Color Flow_2015-04-02_15-32-14.txt,/SDY546/StudyFiles/9-Color Flow_2015-04-02_15-32-14.txt
SFL7273,SDY546,Demographics,Demographics,ADSTART0_2015-04-02_15-31-51.txt,/SDY546/StudyFiles/ADSTART0_2015-04-02_15-31-51.txt
SFL7274,SDY546,Study Data,"B cell costimulation, Memory B cells, B cell total (CD19)",Flow and Sequenom merge_2015-04-02_15-32-59.txt,/SDY546/StudyFiles/Flow and Sequenom merge_2015-04-02_15-32-59.txt
SFL7275,SDY546,Study Data,"Flow cytometry data include +/- expression, events percentages, sample definitions",FLOW_PER_GATE_2015-04-02_15-34-20.txt,/SDY546/StudyFiles/FLOW_PER_GATE_2015-04-02_15-34-20.txt
SFL7276,SDY546,Study Data,"WBC units, staining panel, +/- expression, events percentage",FLOW_WBC_2015-04-02_15-34-54.txt,/SDY546/StudyFiles/FLOW_WBC_2015-04-02_15-34-54.txt
SFL7277,SDY546,Study Data,"flow cytometry data with visit number, cell population definition",FROZEN_FLOW_2015-04-02_15-35-34.txt,/SDY546/StudyFiles/FROZEN_FLOW_2015-04-02_15-35-34.txt
SFL7278,SDY546,Study Data,"gene, CI_LogEC50, Max_EC50, Normalization_Factor",SEQUENOM_2015-04-02_15-36-30.txt,/SDY546/StudyFiles/SEQUENOM_2015-04-02_15-36-30.txt
SFL7279,SDY546,Study Data,"Gene, result value",URINE_PCR_2015-04-02_15-33-55.txt,/SDY546/StudyFiles/URINE_PCR_2015-04-02_15-33-55.txt
SFL9316,SDY546,Study Summary Description,BISC curation notes,SDY546_BISC_Data_Curation_Notes.txt,/SDY546/StudyFiles/SDY546_BISC_Data_Curation_Notes.txt
SFL9513,SDY546,Case Report Form,Annotated Case Report Form,ITN507ST_AnnotatedCRF.pdf,/SDY546/StudyFiles/ITN507ST_AnnotatedCRF.pdf
SFL9514,SDY546,Case Report Form,Annotated Case Report Form,ITN507ST_DonorAnnotatedCRF.pdf,/SDY546/StudyFiles/ITN507ST_DonorAnnotatedCRF.pdf
SFL19299,SDY547,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY547.txt,/SDY547/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY547.txt
SFL5643,SDY547,Adverse Events,Adverse Events,ITN020AI.DataSet.ADAE1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADAE1.txt
